Number,Name,Type,Level,Country
519698,MASTERCARD,DEBIT,,🇧🇷BRAZIL
519759,MASTERCARD,DEBIT,,🇧🇷BRAZIL
519873,MASTERCARD,DEBIT,,🇧🇷BRAZIL
520028,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520110,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
520126,MASTERCARD,DEBIT,,🇧🇷BRAZIL
520132,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
520140,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
520141,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520156,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
520164,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
520184,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520185,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
520196,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520199,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520353,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520359,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520360,MASTERCARD,,STANDARD,🇧🇷BRAZIL
520362,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520363,MASTERCARD,,,🇧🇷BRAZIL
520400,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520401,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520402,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520403,MASTERCARD,,,🇧🇷BRAZIL
520404,MASTERCARD,,,🇧🇷BRAZIL
520405,MASTERCARD,,,🇧🇷BRAZIL
520621,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520898,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520948,MASTERCARD,CREDIT,,🇧🇷BRAZIL
520977,MASTERCARD,DEBIT,,🇧🇷BRAZIL
520995,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
521039,MASTERCARD,CREDIT,,🇧🇷BRAZIL
521042,MASTERCARD,CREDIT,,🇧🇷BRAZIL
521043,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
521158,MASTERCARD,CREDIT,,🇧🇷BRAZIL
521160,MASTERCARD,DEBIT,,🇧🇷BRAZIL
521174,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
521179,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
521180,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
521321,MASTERCARD,CREDIT,,🇧🇷BRAZIL
521369,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
521370,MASTERCARD,DEBIT,,🇧🇷BRAZIL
521397,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
521501,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
521509,MASTERCARD,DEBIT,,🇧🇷BRAZIL
521523,MASTERCARD,CREDIT,,🇧🇷BRAZIL
521524,MASTERCARD,DEBIT,,🇧🇷BRAZIL
521580,MASTERCARD,CREDIT,,🇧🇷BRAZIL
489309,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
489380,VISA,DEBIT,PLATINUM,🇧🇷BRAZIL
489389,VISA,CREDIT,,🇧🇷BRAZIL
489391,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
489392,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
489399,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489400,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489410,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
489411,VISA,DEBIT,,🇧🇷BRAZIL
489414,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
489423,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
489429,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489430,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489439,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489451,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489466,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489489,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
489902,VISA,CREDIT,,🇧🇷BRAZIL
489962,VISA,CREDIT,,🇧🇷BRAZIL
490101,VISA,CREDIT,,🇧🇷BRAZIL
490102,VISA,CREDIT,,🇧🇷BRAZIL
490103,VISA,CREDIT,,🇧🇷BRAZIL
490105,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
490106,VISA,CREDIT,,🇧🇷BRAZIL
490108,VISA,CREDIT,,🇧🇷BRAZIL
490119,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
490144,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
490172,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
490695,VISA,CREDIT,,🇧🇷BRAZIL
491042,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
491043,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
491256,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
491314,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
491315,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491316,VISA,CREDIT,,🇧🇷BRAZIL
491401,VISA,CREDIT,,🇧🇷BRAZIL
491402,VISA,CREDIT,,🇧🇷BRAZIL
491411,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
491412,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491413,VISA,CREDIT,,🇧🇷BRAZIL
491414,VISA,CREDIT,,🇧🇷BRAZIL
491415,VISA,CREDIT,,🇧🇷BRAZIL
491416,VISA,CREDIT,,🇧🇷BRAZIL
491423,VISA,CREDIT,,🇧🇷BRAZIL
491439,VISA,CREDIT,,🇧🇷BRAZIL
491440,VISA,CREDIT,,🇧🇷BRAZIL
491441,VISA,CREDIT,,🇧🇷BRAZIL
491446,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
491447,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
491448,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
407409,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
407412,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
407414,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
407433,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
407434,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
407435,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
407455,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
407466,VISA,CREDIT,,🇧🇷BRAZIL
407505,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
407572,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
407600,VISA,CREDIT,PURCHASING,🇧🇷BRAZIL
407613,VISA,CREDIT,PURCHASING,🇧🇷BRAZIL
407618,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
407657,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
407700,VISA,CREDIT,CORPORATE T,🇧🇷BRAZIL
407703,VISA,DEBIT,CORPORATE T&E,🇧🇷BRAZIL
407800,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
407801,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
407802,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
407816,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
407829,VISA,,,🇧🇷BRAZIL
407852,VISA,,,🇧🇷BRAZIL
407853,VISA,,,🇧🇷BRAZIL
407859,VISA,,,🇧🇷BRAZIL
408432,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
408434,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
408435,VISA,CREDIT,,🇧🇷BRAZIL
409007,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
409032,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
409050,VISA,CREDIT,,🇧🇷BRAZIL
409074,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
409165,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
409166,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
409167,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
409168,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
409169,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
409308,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
409309,VISA,CREDIT,,🇧🇷BRAZIL
409600,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
409601,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
409602,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
409603,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
409690,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
409691,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
409692,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
409693,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
409727,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
409777,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
409853,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
409869,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
548293,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548295,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
548296,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548337,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548338,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548364,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548474,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548572,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548573,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548590,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
548591,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548595,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548625,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548648,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
548649,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548708,MASTERCARD,DEBIT,,🇧🇷BRAZIL
548721,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548722,MASTERCARD,DEBIT,,🇧🇷BRAZIL
548723,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548724,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548731,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548739,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548743,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548794,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548802,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548822,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548824,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548826,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
548827,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548886,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
548929,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548937,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548961,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548965,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
548970,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548976,MASTERCARD,CREDIT,,🇧🇷BRAZIL
548984,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
548985,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
549090,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
549159,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
549167,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
549207,MASTERCARD,CREDIT,PLATINUM,🇧🇷BRAZIL
549296,MASTERCARD,CREDIT,CORPORATE,🇧🇷BRAZIL
549300,MASTERCARD,CREDIT,,🇧🇷BRAZIL
549301,MASTERCARD,CREDIT,,🇧🇷BRAZIL
549310,MASTERCARD,CREDIT,,🇧🇷BRAZIL
549311,MASTERCARD,CREDIT,,🇧🇷BRAZIL
549312,MASTERCARD,CREDIT,,🇧🇷BRAZIL
549316,MASTERCARD,CREDIT,,🇧🇷BRAZIL
549317,MASTERCARD,CREDIT,,🇧🇷BRAZIL
535904,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536106,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536143,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536147,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536158,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536233,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536264,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536269,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536352,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536367,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536371,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536377,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536380,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536390,MASTERCARD,DEBIT,PREPAID,🇧🇷BRAZIL
536391,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536424,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536425,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
536426,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536427,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
536428,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536434,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536435,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536436,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536437,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
536445,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536450,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536452,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
536458,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
536467,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
536471,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
536477,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
536480,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
536481,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536482,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536491,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
536492,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536498,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536512,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
536516,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
536517,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536518,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
536529,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
536537,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536542,MASTERCARD,DEBIT,,🇧🇷BRAZIL
536552,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536558,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536567,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536571,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536577,MASTERCARD,CREDIT,,🇧🇷BRAZIL
536580,MASTERCARD,CREDIT,,🇧🇷BRAZIL
460089,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
460302,VISA,DEBIT,PREPAID,🇧🇷BRAZIL
460448,VISA,CREDIT,,🇧🇷BRAZIL
461142,VISA,DEBIT,,🇧🇷BRAZIL
461204,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
461205,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
461215,VISA,CREDIT,,🇧🇷BRAZIL
462027,VISA,CREDIT,,🇧🇷BRAZIL
462028,VISA,CREDIT,,🇧🇷BRAZIL
462068,VISA,CREDIT,,🇧🇷BRAZIL
462069,VISA,CREDIT,,🇧🇷BRAZIL
462070,VISA,CREDIT,,🇧🇷BRAZIL
462092,VISA,CREDIT,,🇧🇷BRAZIL
462093,VISA,CREDIT,,🇧🇷BRAZIL
462954,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
463291,VISA,CREDIT,,🇧🇷BRAZIL
463292,VISA,CREDIT,,🇧🇷BRAZIL
463293,VISA,CREDIT,,🇧🇷BRAZIL
463294,VISA,CREDIT,,🇧🇷BRAZIL
463295,VISA,CREDIT,,🇧🇷BRAZIL
463296,VISA,CREDIT,,🇧🇷BRAZIL
463297,VISA,CREDIT,,🇧🇷BRAZIL
463298,VISA,CREDIT,,🇧🇷BRAZIL
463299,VISA,CREDIT,,🇧🇷BRAZIL
463312,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
463313,VISA,CREDIT,,🇧🇷BRAZIL
463314,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
463315,VISA,CREDIT,,🇧🇷BRAZIL
463316,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
464127,VISA,CREDIT,,🇧🇷BRAZIL
464128,VISA,CREDIT,,🇧🇷BRAZIL
464129,VISA,CREDIT,,🇧🇷BRAZIL
464294,VISA,CREDIT,,🇧🇷BRAZIL
464295,VISA,CREDIT,,🇧🇷BRAZIL
464296,VISA,CREDIT,,🇧🇷BRAZIL
464297,VISA,CREDIT,,🇧🇷BRAZIL
464298,VISA,CREDIT,,🇧🇷BRAZIL
464299,VISA,CREDIT,,🇧🇷BRAZIL
464300,VISA,CREDIT,,🇧🇷BRAZIL
464301,VISA,CREDIT,,🇧🇷BRAZIL
464611,VISA,CREDIT,,🇧🇷BRAZIL
464612,VISA,CREDIT,,🇧🇷BRAZIL
464613,VISA,CREDIT,,🇧🇷BRAZIL
464621,VISA,DEBIT,,🇧🇷BRAZIL
464622,VISA,DEBIT,,🇧🇷BRAZIL
464623,VISA,DEBIT,,🇧🇷BRAZIL
464624,VISA,DEBIT,,🇧🇷BRAZIL
464625,VISA,CREDIT,,🇧🇷BRAZIL
464626,VISA,DEBIT,,🇧🇷BRAZIL
464627,VISA,DEBIT,,🇧🇷BRAZIL
524671,MASTERCARD,CREDIT,,🇧🇷BRAZIL
524703,MASTERCARD,DEBIT,,🇧🇷BRAZIL
524717,MASTERCARD,CREDIT,,🇧🇷BRAZIL
524820,MASTERCARD,DEBIT,,🇧🇷BRAZIL
524822,MASTERCARD,CREDIT,,🇧🇷BRAZIL
524935,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525320,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525429,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525439,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525445,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525482,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
525487,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525496,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525631,MASTERCARD,CHARGE CARD,,🇧🇷BRAZIL
525640,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525661,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525662,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525663,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
525664,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
525692,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525694,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
525695,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
525718,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525802,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525810,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525823,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525824,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525834,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525922,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
525923,MASTERCARD,DEBIT,,🇧🇷BRAZIL
525925,MASTERCARD,CREDIT,,🇧🇷BRAZIL
525982,MASTERCARD,CREDIT,GOLD,🇧🇷BRAZIL
525989,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526037,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526374,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526375,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526428,MASTERCARD,DEBIT,,🇧🇷BRAZIL
526457,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
526549,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526762,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
526769,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
526775,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
526778,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
526779,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526784,MASTERCARD,CREDIT,BUSINESS,🇧🇷BRAZIL
526785,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
526786,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526787,MASTERCARD,CREDIT,,🇧🇷BRAZIL
526788,MASTERCARD,CREDIT,STANDARD,🇧🇷BRAZIL
526800,MASTERCARD,CREDIT,,🇧🇷BRAZIL
477244,VISA,CREDIT,,🇧🇷BRAZIL
477249,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
477250,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
477266,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
477272,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
477386,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
477387,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
477388,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
477389,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
477390,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
477392,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
477393,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
477580,VISA,CREDIT,,🇧🇷BRAZIL
477583,VISA,CREDIT,,🇧🇷BRAZIL
478307,VISA,CREDIT,,🇧🇷BRAZIL
478308,VISA,CREDIT,,🇧🇷BRAZIL
478309,VISA,CREDIT,,🇧🇷BRAZIL
478310,VISA,CREDIT,,🇧🇷BRAZIL
479018,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
479335,VISA,,,🇧🇷BRAZIL
479390,VISA,,,🇧🇷BRAZIL
479391,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
479392,VISA,DEBIT,CLASSIC,🇧🇷BRAZIL
479395,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
479396,VISA,DEBIT,PREPAID CASH,🇧🇷BRAZIL
479397,VISA,,,🇧🇷BRAZIL
479398,VISA,DEBIT,PREPAID CASH,🇧🇷BRAZIL
479399,VISA,,,🇧🇷BRAZIL
479407,VISA,,,🇧🇷BRAZIL
479408,VISA,,,🇧🇷BRAZIL
479427,VISA,,,🇧🇷BRAZIL
479567,VISA,CREDIT,,🇧🇷BRAZIL
481274,VISA,,,🇧🇷BRAZIL
481276,VISA,,,🇧🇷BRAZIL
482108,VISA,CREDIT,,🇧🇷BRAZIL
482405,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
482425,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
482447,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
482448,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
482455,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
482456,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
482457,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
482458,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
482476,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
482477,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
482478,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
482479,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
482480,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
482481,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
482482,VISA,DEBIT,BUSINESS,🇧🇷BRAZIL
422171,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422172,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422185,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422200,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
422201,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
422202,VISA,CREDIT,PLATINUM,🇧🇷BRAZIL
422203,VISA,CREDIT,CORPORATE T&E,🇧🇷BRAZIL
422221,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422250,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422264,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422407,VISA,,,🇧🇷BRAZIL
422446,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422463,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422527,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
422528,VISA,CREDIT,PURCHASING,🇧🇷BRAZIL
422621,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
422628,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
422731,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
423069,VISA,CREDIT,,🇧🇷BRAZIL
423070,VISA,CREDIT,,🇧🇷BRAZIL
423071,VISA,CREDIT,,🇧🇷BRAZIL
423072,VISA,CREDIT,,🇧🇷BRAZIL
423073,VISA,,,🇧🇷BRAZIL
423075,VISA,CREDIT,,🇧🇷BRAZIL
423150,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
423151,VISA,CREDIT,GOLD PREMIUM,🇧🇷BRAZIL
423152,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
423153,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
423154,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
423155,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
423180,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
423198,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
423240,VISA,CREDIT,INFINITE,🇧🇷BRAZIL
423339,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
423661,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
423662,VISA,CREDIT,,🇧🇷BRAZIL
423700,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
423808,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
423809,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
423916,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
423942,VISA,CREDIT,PURCHASING,🇧🇷BRAZIL
423943,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
423944,VISA,CREDIT,,🇧🇷BRAZIL
424104,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
424305,VISA,CREDIT,PREMIER,🇧🇷BRAZIL
424306,VISA,CREDIT,BUSINESS,🇧🇷BRAZIL
424430,VISA,CREDIT,CLASSIC,🇧🇷BRAZIL
424508,VISA,DEBIT,ELECTRON,🇧🇷BRAZIL
